Date,Price,Open,High,Low,Vol.,Change %
30-09-2020,133.3,131.55,134.4,130.3,48.86M,1.21%
01-10-2020,196.35,192,199,190,60.25M,2.27%
02-10-2020,168.9,173.2,173.2,168,33.28M,-2.71%
06-10-2020,111.4,111,113,108.5,84.04M,-0.04%
07-10-2020,107.6,106.7,108.6,105.4,64.69M,0.61%
08-10-2020,123.85,119.95,124.7,119.7,71.10M,3.99%
09-10-2020,143.3,142.8,144.5,138,79.61M,2.28%
11-10-2020,146,144.05,146.7,142.75,68.79M,3.55%
12-10-2020,177.6,182.7,182.7,176.4,38.37M,-2.79%
13-10-2020,134.1,135.4,137.1,132.85,38.97M,-1.32%
14-10-2020,130.7,133.75,134.65,128.8,45.79M,-2.54%
15-10-2020,126.95,131.5,134.35,126.5,64.00M,-2.87%
16-10-2020,127.75,129.4,130.05,126,62.55M,0.63%
19-10-2020,128.25,129.8,130.4,127.8,33.16M,0.39%
20-10-2020,129.65,128.1,130.3,126.35,27.47M,1.09%
21-10-2020,130.25,131.05,133.1,128.3,39.25M,0.46%
22-10-2020,133.5,129.7,134.6,128.45,48.81M,2.50%
23-10-2020,137,134.9,138.9,134.1,68.71M,2.62%
26-10-2020,133.7,138.4,140.8,131.25,88.53M,-2.41%
27-10-2020,135.65,134.15,136.75,130.85,56.86M,1.46%
28-10-2020,134.8,139,143.25,133.5,152.36M,-0.63%
29-10-2020,131.9,132,133,130,66.63M,-2.15%
30-10-2020,132.65,133.2,134.5,130.3,51.13M,0.57%
02-11-2020,169.75,171.85,175.15,168.4,42.87M,0.50%
03-11-2020,98.9,104.85,106.5,97.8,111.15M,-6.43%
05-11-2020,86.1,81.45,90.65,81.4,152.59M,6.23%
06-11-2020,106.15,109.9,111.15,105,55.49M,-4.71%
08-11-2020,122.3,125,125.8,121.4,50.23M,-1.25%
09-11-2020,144.3,143.1,146.8,141.65,65.14M,0.70%
11-11-2020,150.95,146.5,151.5,145.65,78.58M,3.39%
12-11-2020,178.85,177.95,181.45,176.5,43.07M,0.70%
13-11-2020,146.35,150,150,145.35,32.57M,-3.21%
17-11-2020,158,152.5,159.35,152.2,82.64M,7.96%
18-11-2020,173.5,158.85,178.8,158.55,171.80M,9.81%
19-11-2020,167.95,171.4,176.35,166.55,109.45M,-3.20%
20-11-2020,169.1,170.05,171.55,165.55,66.94M,0.68%
23-11-2020,170.7,169.5,173.9,165.55,54.57M,0.95%
24-11-2020,172.05,171.85,175.5,171.1,47.70M,0.79%
25-11-2020,171.45,175,176.8,169.25,54.37M,-0.35%
26-11-2020,173.75,171.6,175,171.05,39.09M,1.34%
27-11-2020,180.35,174.65,183.85,174.65,125.93M,3.80%
02-12-2020,170.95,173,173.3,169,34.62M,0.71%
03-12-2020,88,91.1,94.9,84.1,143.55M,-11.02%
05-12-2020,86.2,85.95,87.7,83.5,77.55M,0.12%
06-12-2020,105.3,98,106.25,98,93.00M,-0.80%
08-12-2020,125.35,121,126.4,120.6,50.72M,2.49%
10-12-2020,135.9,139.65,139.65,133,39.28M,-1.84%
11-12-2020,151.2,150.95,153.85,150,56.15M,0.17%
14-12-2020,177.65,181,181.5,176.7,33.19M,-0.67%
15-12-2020,178.9,176.45,179.7,173.25,41.19M,0.70%
16-12-2020,182.55,181,183.8,180.1,51.26M,2.04%
17-12-2020,181.7,184,184,180.65,34.10M,-0.47%
18-12-2020,180.55,180.9,181.5,176.65,46.07M,-0.63%
21-12-2020,164.55,176,177.55,162.5,75.58M,-8.86%
22-12-2020,164.95,164.55,169.2,156.7,110.01M,0.24%
23-12-2020,169.2,165,169.7,163.4,56.93M,2.58%
24-12-2020,175.95,172,178,172,73.83M,3.99%
28-12-2020,186.35,179.85,187.4,179,98.01M,5.91%
29-12-2020,183.45,187.9,188.45,181.1,71.32M,-1.56%
30-12-2020,184.15,183.1,185.4,180.4,38.58M,0.38%
31-12-2020,183.85,184.85,187.5,182.8,48.98M,-0.16%
01-01-2021,186.5,184.95,187,184.5,27.33M,1.44%
02-01-2021,279.6,269.75,282,255.35,165.66M,6.43%
03-01-2021,328.3,330,331.85,322.7,61.19M,1.66%
04-01-2021,307.75,306.75,309.85,303.05,44.09M,1.97%
06-01-2021,318.1,319.2,325.7,317.3,32.60M,-0.20%
07-01-2021,344.25,341.5,347.4,341.2,27.94M,1.37%
09-01-2021,295.25,289,297.4,287.3,33.10M,2.77%
10-01-2021,333.3,332.65,337.3,325.7,29.88M,-0.02%
11-01-2021,485.7,486.45,489.7,469.8,34.32M,0.41%
12-01-2021,475.25,467.85,478.4,463.55,28.26M,3.63%
13-01-2021,242.6,242.9,248.8,238.4,164.65M,2.02%
14-01-2021,245.1,242.85,249.8,238.6,86.82M,1.03%
15-01-2021,260.3,246,264.65,242.6,250.04M,6.20%
18-01-2021,245.95,261.65,262.45,241.15,173.38M,-5.51%
19-01-2021,258.65,251.5,261.7,251.3,136.86M,5.16%
20-01-2021,274.9,260,277.5,258.85,205.15M,6.28%
21-01-2021,290.6,281,299,280,283.61M,5.71%
22-01-2021,289.35,295.95,306.9,278.35,316.01M,-0.43%
25-01-2021,279.15,296.9,299.5,277.35,164.35M,-3.53%
27-01-2021,267.5,274.9,275,265.7,126.59M,-4.17%
28-01-2021,266.8,260.05,273.4,259.05,129.16M,-0.26%
29-01-2021,262.7,273,278.8,260.6,138.44M,-1.54%
02-02-2021,322,293.6,328.85,290.4,251.97M,15.16%
03-02-2021,345.75,331.1,347.2,326.45,127.71M,5.32%
06-02-2021,323,315.95,324.4,315.6,26.32M,1.54%
07-02-2021,344.9,345.3,345.55,340.5,18.30M,0.19%
08-02-2021,296.85,299.15,299.4,295.6,19.27M,0.99%
09-02-2021,293.15,295.25,296.3,291.7,14.91M,-0.71%
11-02-2021,487.85,506.5,510,486.5,51.58M,0.44%
12-02-2021,479.1,479.4,480.45,471.7,21.01M,0.81%
15-02-2021,333.35,329.9,335.8,324,78.68M,2.44%
16-02-2021,329.2,335.45,337.9,327.5,65.94M,-1.24%
17-02-2021,330.15,326.9,334.25,325.45,52.15M,0.29%
18-02-2021,323.85,331.5,331.75,321.1,49.20M,-1.91%
19-02-2021,311.85,321.95,321.95,301.4,80.27M,-3.71%
22-02-2021,304.5,312.45,313.9,302.15,57.72M,-2.36%
23-02-2021,324,308.5,328.9,308.5,133.31M,6.40%
24-02-2021,321.65,325,330,316.5,50.82M,-0.73%
25-02-2021,333.15,325.35,334.7,323.25,64.51M,3.58%
26-02-2021,322.95,323,332.95,318.85,91.90M,-3.06%
02-03-2021,331,339.2,341.9,326.2,224.19M,2.80%
03-03-2021,348.5,348.65,357,346.5,92.01M,0.80%
05-03-2021,293,289.3,294.75,285,35.38M,-0.29%
06-03-2021,325.65,325.3,327.7,323.65,21.41M,0.82%
08-03-2021,303.7,298.5,304.5,297.7,31.06M,2.31%
09-03-2021,295.55,292.5,296.45,292,16.59M,0.82%
11-03-2021,484.9,483.8,495,481.6,22.95M,-0.60%
12-03-2021,480.1,480,484.7,477.3,20.95M,0.21%
15-03-2021,318.55,320,320.4,310.05,45.08M,0.31%
16-03-2021,319.95,321,321.9,315.1,39.27M,0.44%
17-03-2021,305.8,318.6,320,304,47.26M,-4.42%
18-03-2021,307,311,316.6,299.75,73.73M,0.39%
19-03-2021,308.95,303.5,311,290.2,109.93M,0.64%
22-03-2021,303.05,306.45,307.5,300.1,56.39M,-1.91%
23-03-2021,307.4,305,312.25,304,60.24M,1.44%
24-03-2021,294.45,303.55,305,293.2,61.52M,-4.21%
25-03-2021,285.55,294,294,282.25,84.53M,-3.02%
26-03-2021,296.4,290.5,301.4,290.5,80.92M,3.80%
30-03-2021,297.05,300.5,301.3,292.7,45.26M,0.22%
31-03-2021,301.8,299,307.5,297.5,58.57M,1.60%
01-04-2021,191.3,191.8,193,188.75,63.98M,2.57%
02-04-2021,326.15,329,334.5,322.45,121.03M,-1.47%
03-04-2021,339.2,339,345.4,337.3,59.86M,-2.67%
05-04-2021,289.45,296.35,299.75,288.05,38.64M,-1.21%
06-04-2021,334.95,325.15,336.9,324.25,41.28M,2.86%
08-04-2021,298.15,304.75,306.45,297.2,26.19M,-1.83%
10-04-2021,342,336.8,343.25,335.15,29.55M,2.61%
11-04-2021,489.7,489.8,493.55,488,5.53M,0.99%
13-04-2021,302.85,287.25,304.55,280.55,116.87M,5.69%
15-04-2021,303.5,303,307.55,296.5,75.26M,0.21%
16-04-2021,310,302,315,300.15,75.33M,2.14%
19-04-2021,301.4,295,304.5,292.8,65.79M,-2.77%
20-04-2021,298.05,307.7,308.15,294.2,56.74M,-1.11%
22-04-2021,294.55,294,302.5,292.2,61.02M,-1.17%
23-04-2021,294,291,300,290.5,58.16M,-0.19%
26-04-2021,295.4,297,299,294.6,30.58M,0.48%
27-04-2021,301.5,295.7,302.5,295.1,35.04M,2.06%
28-04-2021,305.9,303.5,309.5,303,44.67M,1.46%
29-04-2021,301.9,308.9,310,301.25,36.65M,-1.31%
30-04-2021,293.85,298.2,301.3,292.55,36.12M,-2.67%
01-05-2021,193.2,187.1,193.9,185.05,75.75M,0.99%
02-05-2021,315.9,327.6,330,312.6,103.51M,-3.14%
03-05-2021,325.15,333,337.85,319.7,86.74M,-4.14%
04-05-2021,305.05,306.8,311.7,297.2,66.18M,-0.88%
05-05-2021,291.5,293.5,293.9,288.5,29.35M,0.71%
07-05-2021,346.1,347.05,350.1,344,18.40M,0.35%
08-05-2021,299.7,295.5,300.9,292.75,20.70M,0.52%
10-05-2021,344.95,340.45,351.5,338.85,31.86M,0.86%
14-05-2021,312.25,329.35,329.5,310,81.31M,-4.22%
17-05-2021,321.1,315.4,323.85,311.4,51.16M,2.83%
18-05-2021,332.45,325.95,336.65,324,86.15M,3.53%
19-05-2021,314.45,313,322.95,312.1,119.41M,-5.41%
20-05-2021,307.7,316,316.6,306.1,54.04M,-2.15%
21-05-2021,313.1,312,315.7,309.5,40.36M,1.75%
24-05-2021,311.85,314.75,315.8,310.2,31.96M,-0.40%
25-05-2021,315.25,315.55,319,313.85,37.38M,1.09%
26-05-2021,315.5,316.1,320,314.8,28.64M,0.08%
27-05-2021,318.6,317.05,323.45,316.55,49.48M,0.98%
28-05-2021,318.75,322.65,324.5,316.5,26.62M,0.05%
31-05-2021,318.75,318.7,319.75,312.1,30.92M,0.00%
01-06-2021,195.4,194.45,197.6,190.65,75.62M,1.14%
04-06-2021,307.75,306.15,313.8,304.8,63.03M,0.89%
05-06-2021,301.25,291.5,302,290.3,45.03M,3.34%
07-06-2021,316.9,348,358.2,311.5,164.08M,-8.44%
08-06-2021,300.05,300.05,303.4,297.65,16.00M,0.12%
09-06-2021,297.45,297.5,298.95,296,16.62M,0.64%
10-06-2021,336.05,347,348.7,335,25.27M,-2.58%
12-06-2021,467.2,480.1,480.9,466,17.47M,-2.69%
14-06-2021,355.95,350.05,357.9,341.1,38.48M,1.48%
15-06-2021,352.7,355.75,360.75,351.5,35.53M,-0.91%
16-06-2021,349.35,350.1,356,348.1,27.55M,-0.95%
17-06-2021,345.65,348.4,352.9,342.25,29.24M,-1.06%
18-06-2021,337.4,345.65,346.9,329,49.44M,-2.39%
21-06-2021,334.3,330.9,335.8,326.2,29.12M,-0.92%
22-06-2021,337.9,337.1,344.3,336.15,26.71M,1.08%
23-06-2021,335.25,341,343.25,334.3,25.74M,-0.78%
24-06-2021,334.65,335,337.4,333.35,15.58M,-0.18%
25-06-2021,339.65,335.9,342.8,335.9,22.43M,1.49%
28-06-2021,342.8,340.8,345,337.55,17.84M,0.93%
29-06-2021,341.55,342.65,346.5,339.6,22.46M,-0.36%
30-06-2021,339.6,342,345.35,338.85,18.28M,-0.57%
01-07-2021,196.75,197,200.35,195.1,66.02M,0.69%
04-07-2021,307.8,306.75,310.65,305.1,39.07M,0.02%
05-07-2021,302.75,303,305.95,300.5,41.59M,0.50%
06-07-2021,345.5,339.75,351,339.75,64.99M,3.15%
07-07-2021,317.1,316,319.1,306.25,112.18M,0.06%
09-07-2021,294.6,297.35,297.8,290.9,14.33M,-0.96%
10-07-2021,376.5,341.1,383,339.25,163.24M,12.04%
12-07-2021,481.8,476.85,484.9,471,21.28M,3.12%
13-07-2021,310.95,310,312.25,308.15,25.74M,1.14%
14-07-2021,309.55,310,313.3,308.65,21.86M,-0.45%
15-07-2021,310.25,310.5,312.85,307.6,23.62M,0.23%
16-07-2021,311.25,311.1,315.45,310.5,25.15M,0.32%
19-07-2021,308.85,308.95,310.3,306,21.35M,-0.77%
20-07-2021,302.15,307,308,301.05,27.67M,-2.17%
22-07-2021,302.55,305.5,307.45,301.05,21.34M,0.13%
23-07-2021,295.55,300.5,301.9,295,33.44M,-2.31%
26-07-2021,293.15,295,297,291,27.50M,-0.81%
27-07-2021,291.4,293,297.65,288.6,55.13M,-0.60%
28-07-2021,284.45,290,290.9,283.6,36.14M,-2.39%
29-07-2021,292.9,287.55,295.4,287.55,57.73M,2.97%
30-07-2021,293.95,294,300,293.25,30.59M,0.36%
01-08-2021,198.15,198.75,201.5,197.1,53.99M,0.71%
02-08-2021,335.95,318.75,339.25,318,102.12M,6.35%
03-08-2021,321.25,331.75,331.75,318.8,81.93M,-1.20%
04-08-2021,313.95,307.9,319.8,307.5,62.46M,2.00%
06-08-2021,352.75,346.25,356.65,337.5,44.11M,2.10%
07-08-2021,306.35,314.8,314.8,305,87.36M,-3.39%
09-08-2021,295.25,293.5,298.8,291.6,14.92M,0.22%
10-08-2021,382.95,385.9,397.55,380,93.73M,1.71%
11-08-2021,501.4,493.9,504.85,490.25,31.74M,2.39%
12-08-2021,493.9,484.5,495.95,483.5,20.58M,2.51%
13-08-2021,307.25,308.8,311.5,303.05,34.92M,0.41%
16-08-2021,303.7,305.95,307.85,303.05,14.35M,-1.16%
17-08-2021,297.7,302.8,302.8,292.8,25.54M,-1.98%
18-08-2021,293.35,296.9,297.75,292.6,18.00M,-1.46%
20-08-2021,283.1,289.5,290.7,281,32.58M,-3.49%
23-08-2021,276.95,287.2,288.3,275,24.50M,-2.17%
24-08-2021,279.8,278.5,281.5,268.45,37.59M,1.03%
25-08-2021,284.4,282.8,289.2,282.45,31.54M,1.64%
26-08-2021,284.3,284.85,287.35,281.65,17.86M,-0.04%
27-08-2021,285.75,282.9,286.8,281.7,13.48M,0.51%
30-08-2021,291.95,290.1,293.5,289.9,17.22M,2.17%
31-08-2021,287.3,291.75,291.95,286.1,36.95M,-1.59%
02-09-2021,325.05,337,338.5,322.2,105.98M,-3.24%
03-09-2021,315.2,325,328.35,309.6,74.70M,-1.88%
04-09-2021,318.2,313.2,325,312.5,75.46M,1.35%
06-09-2021,343.35,356.2,358.9,339.75,59.33M,-2.66%
07-09-2021,306.3,305.8,308.85,301.85,48.81M,-0.02%
08-09-2021,298.1,300.75,304.2,296.05,16.99M,-0.65%
09-09-2021,298.95,294,303.5,293.55,34.02M,1.25%
11-09-2021,509.65,505,520.65,503.5,50.46M,1.65%
12-09-2021,493.95,498,498.5,489.55,16.95M,0.01%
13-09-2021,301.2,299,302,295.5,16.34M,0.75%
14-09-2021,306.1,302.25,307.2,302.2,23.23M,1.63%
15-09-2021,311.95,306.1,313,306.1,26.81M,1.91%
16-09-2021,311.65,313.4,315,307.65,26.25M,-0.10%
17-09-2021,308.6,312,315.35,306,24.97M,-0.98%
20-09-2021,298.95,304.9,310.25,297.3,19.63M,-3.13%
21-09-2021,301.95,298.6,302.7,293.1,19.44M,1.00%
22-09-2021,310.1,303.15,313.8,303,29.55M,2.70%
23-09-2021,321.5,313.2,324,313.2,52.70M,3.68%
24-09-2021,317.95,325.1,326.95,316.05,28.90M,-1.10%
27-09-2021,331.65,323.15,333.6,323.15,56.31M,4.31%
28-09-2021,329.3,334,336,324.5,28.50M,-0.71%
29-09-2021,330.25,325,333,324,19.74M,0.29%
30-09-2021,333.35,331.25,337.9,329.1,30.27M,0.94%
02-10-2021,328.9,326,332.65,319.5,93.47M,1.18%
03-10-2021,321.45,319.5,324.45,316.7,58.64M,1.98%
05-10-2021,314.85,304.5,315.7,304,53.26M,4.00%
06-10-2021,344.75,345.2,347.85,342.4,24.35M,0.41%
08-10-2021,294.2,297.9,300.2,291,15.17M,-1.31%
11-10-2021,510.75,506.25,515.95,500.2,26.62M,0.22%
12-10-2021,494.45,487.75,496.8,486.55,14.57M,0.10%
13-10-2021,506.9,462.9,523.85,462.9,197.95M,20.45%
14-10-2021,497.6,530,530,492,103.63M,-1.83%
18-10-2021,509.6,507,525,503.6,72.32M,2.41%
19-10-2021,481.9,512.45,517.4,476.05,57.43M,-5.44%
20-10-2021,486.9,481.8,497,471.25,55.44M,1.04%
21-10-2021,508,491.75,510.4,485.75,52.61M,4.33%
22-10-2021,490.9,509.9,510.7,487.4,42.74M,-3.37%
25-10-2021,479.9,493.9,496,473.25,33.11M,-2.24%
26-10-2021,508.65,483.5,510,483.25,58.03M,5.99%
27-10-2021,497.9,505.75,506.55,496,30.36M,-2.11%
28-10-2021,481.05,493.9,493.9,478.55,25.18M,-3.38%
29-10-2021,483.7,482,491.6,467.7,31.05M,0.55%
01-11-2021,220.65,199.9,225.4,199.65,182.48M,11.36%
02-11-2021,325,326.45,331.35,323.4,55.26M,-1.19%
05-11-2021,315.55,309.55,320.75,308.1,58.47M,0.22%
06-11-2021,350.75,346,352.9,344.35,36.44M,1.74%
08-11-2021,295.45,295.3,297.8,286.45,20.80M,0.42%
10-11-2021,415.75,390.15,420.9,388,113.41M,8.57%
11-11-2021,503.45,510,519,501,29.26M,-1.43%
15-11-2021,505.45,506.25,514.9,504.5,18.02M,-0.32%
16-11-2021,519.05,506.9,526.85,506.2,55.90M,2.69%
17-11-2021,530.15,520.25,536.7,520.25,48.46M,2.14%
18-11-2021,509.7,531.45,534.2,501.3,47.20M,-3.86%
22-11-2021,486.1,512.25,512.25,478.4,40.04M,-4.63%
23-11-2021,495.5,484.4,499.35,477,27.55M,1.93%
24-11-2021,488.65,499,501.8,485.3,20.92M,-1.38%
25-11-2021,492.75,490.8,495.15,486.5,15.34M,0.84%
26-11-2021,460.2,486,486.75,458,51.79M,-6.61%
29-11-2021,461.45,457,470.75,443.1,42.82M,0.27%
30-11-2021,458.6,466.55,478,455.65,35.47M,-0.62%
01-12-2021,237.8,227,252.4,224.1,390.58M,7.77%
02-12-2021,325.4,326.4,330.5,321.25,64.09M,0.12%
03-12-2021,317.55,325.05,326.5,314.15,48.36M,-1.21%
04-12-2021,286.55,307.85,307.85,282.9,105.34M,-9.95%
05-12-2021,326,318.25,334.75,316.25,111.58M,3.31%
07-12-2021,307.45,310.8,312,306.1,32.28M,0.38%
08-12-2021,306,297.3,307.4,297.3,33.65M,3.57%
10-12-2021,420.85,423,435.7,413.6,97.35M,1.23%
11-12-2021,507.05,506.95,509.55,497.35,20.73M,0.72%
13-12-2021,495.35,499.45,506.4,494.2,21.92M,0.18%
14-12-2021,489.4,491.95,491.95,483.3,17.72M,-1.20%
15-12-2021,491.65,487.8,497.7,487.25,16.26M,0.46%
16-12-2021,491.95,495,496.5,487.4,13.58M,0.06%
17-12-2021,470.2,488,488.85,468.2,27.34M,-4.42%
20-12-2021,447.05,459.9,460,440,33.01M,-4.92%
21-12-2021,453.6,452.1,460.9,449.85,18.84M,1.47%
22-12-2021,470.5,458.15,472.15,458.15,22.73M,3.73%
23-12-2021,472.35,476,478,470.95,12.12M,0.39%
24-12-2021,467.6,474.9,474.9,460,15.49M,-1.01%
27-12-2021,471.15,465.7,472.45,460.1,12.56M,0.76%
28-12-2021,480.2,475.2,482.8,472.65,22.86M,1.92%
29-12-2021,476,478.75,481.6,474.25,10.26M,-0.87%
30-12-2021,470.4,472.55,476.4,468.6,11.92M,-1.18%
31-12-2021,482.4,472.7,483.6,471.85,15.54M,2.55%
02-01-2022,504.3,508,514.75,493,48.03M,-2.60%
04-01-2022,441.15,434,442.25,430.85,19.38M,1.71%
06-01-2022,444.6,445.1,446,439.6,11.93M,0.24%
07-01-2022,411.43,409.39,413.33,401.06,14.73M,-0.09%
08-01-2022,477.73,450.56,479.52,449.66,43.08M,6.58%
09-01-2022,465.46,461.08,472.94,460.73,13.39M,-0.89%
11-01-2022,420.05,413.62,421.1,411.53,17.32M,2.08%
12-01-2022,436.9,441.64,442.23,435.51,8.91M,-0.26%
13-01-2022,511.95,504,513.8,494.8,27.57M,0.93%
14-01-2022,509.9,509,515.4,505.65,12.66M,-0.40%
17-01-2022,525,514.8,526.9,512,27.94M,2.96%
18-01-2022,510.8,527.9,528.5,507.15,19.35M,-2.70%
19-01-2022,520.85,510,522.2,504.8,21.80M,1.97%
20-01-2022,515.7,519.95,523.2,512,18.36M,-0.99%
21-01-2022,501.85,510.4,513.85,494.25,17.95M,-2.69%
24-01-2022,478.45,499.7,504.3,473.35,25.23M,-4.66%
25-01-2022,490.55,473.8,492.5,467.65,22.57M,2.53%
27-01-2022,494.4,480.75,502.7,476.6,26.68M,0.78%
28-01-2022,497.3,500.5,509.35,495.3,21.78M,0.59%
31-01-2022,517.75,505,520,498.2,27.31M,4.11%
02-02-2022,506.4,508.6,514.45,505.15,14.31M,0.42%
03-02-2022,447.6,452.95,454.25,444.55,25.79M,-1.42%
05-02-2022,432.85,437.95,442.95,428.5,18.95M,-1.09%
06-02-2022,439.15,445,445.6,435.65,12.74M,-1.23%
08-02-2022,474.79,477.43,478.42,467.81,19.07M,-0.62%
09-02-2022,460.33,469.4,470.35,458.73,10.81M,-1.10%
11-02-2022,420.85,421.75,423.79,418.86,12.43M,0.19%
12-02-2022,434.06,437.65,439.79,433.66,8.35M,-0.65%
14-02-2022,471.45,487,488.5,468.8,22.16M,-5.49%
15-02-2022,504,476.15,505.5,467.3,30.62M,6.90%
16-02-2022,498.45,504,507.9,496.6,20.18M,-1.10%
17-02-2022,499.95,505.9,511.5,498.3,27.94M,0.30%
18-02-2022,493.15,498,502.65,491.5,15.48M,-1.36%
21-02-2022,494.45,490.15,500.4,486.1,22.59M,0.26%
22-02-2022,478.25,480.55,486.3,471.45,27.96M,-3.28%
23-02-2022,477,481.75,485.4,475.3,17.70M,-0.26%
24-02-2022,427.95,455.95,461.55,405.45,57.27M,-10.28%
25-02-2022,459.75,444.85,465.7,441.6,48.88M,7.43%
28-02-2022,454.05,445,457.35,440.45,34.48M,-1.24%
01-03-2022,497.6,493.5,500.85,492,32.75M,3.15%
02-03-2022,504.5,509.1,514.3,502.85,15.25M,-0.38%
03-03-2022,437.1,458.5,458.5,435,29.60M,-2.35%
06-03-2022,431.9,444.9,445.05,430.5,12.78M,-1.65%
08-03-2022,466.36,473.54,474.79,458.19,19.13M,-1.77%
10-03-2022,396.43,404.25,405.3,394.28,20.33M,-1.72%
11-03-2022,414.97,418.11,422,413.23,10.99M,-1.40%
14-03-2022,411.7,418.75,419,404,40.72M,-1.54%
15-03-2022,413.65,409.85,424.2,408,47.71M,0.47%
16-03-2022,424.9,427.05,428.55,420.7,27.19M,2.72%
17-03-2022,433.8,432,435.7,429.55,26.70M,2.09%
21-03-2022,427.95,435.5,436.3,427.1,18.27M,-1.35%
22-03-2022,440.35,428.1,441.45,421.2,30.44M,2.90%
23-03-2022,435.8,443.5,447,434.6,25.47M,-1.03%
24-03-2022,433.2,430,435.4,427.55,17.11M,-0.60%
25-03-2022,432.1,437,437,427.65,15.10M,-0.25%
28-03-2022,432.7,432,434.95,426.5,16.76M,0.14%
29-03-2022,433.7,436,439.35,431.4,18.71M,0.23%
30-03-2022,435.65,438.45,442.5,434.25,18.15M,0.45%
31-03-2022,433.75,436,438.3,432.6,14.25M,-0.44%
01-04-2022,489.6,496.8,499,484.05,24.10M,-1.61%
02-04-2022,500.6,503.8,507.8,499,12.66M,-0.77%
03-04-2022,417.25,431.85,431.85,414.75,38.77M,-4.54%
04-04-2022,446.75,444.4,449.5,441.3,18.66M,1.27%
05-04-2022,423.5,437.95,440.6,420.7,14.93M,-2.16%
07-04-2022,407.19,410.28,413.62,403.75,11.53M,-1.03%
08-04-2022,467.46,471.7,472.49,455.05,18.54M,0.24%
10-04-2022,406.64,404.75,407.69,401.66,12.76M,2.58%
11-04-2022,424.04,416.91,424.69,415.62,12.28M,2.19%
13-04-2022,431.05,441.8,442.85,430.1,16.82M,-1.65%
18-04-2022,433.8,430,436.35,423.65,15.30M,0.64%
19-04-2022,424.95,436.75,440.25,417,12.67M,-2.04%
20-04-2022,440.55,431,441.7,428.25,19.64M,3.67%
21-04-2022,448.05,444.5,449.35,441.05,14.12M,1.70%
22-04-2022,438.85,442.05,447.25,438,14.36M,-2.05%
25-04-2022,425.15,432.75,436,423.15,14.73M,-3.12%
26-04-2022,434.9,433.9,437.45,431.6,13.58M,2.29%
27-04-2022,430.25,429.25,432.95,425.1,13.70M,-1.07%
28-04-2022,436.05,434.8,439.2,430.8,13.88M,1.35%
29-04-2022,437.6,440.2,447.75,436,21.99M,0.36%
01-05-2022,489.75,486.95,492.75,483.55,15.42M,0.03%
04-05-2022,458.05,450,461.9,448.3,28.53M,2.53%
05-05-2022,426.3,429,434,423.7,12.24M,0.66%
07-05-2022,410.73,413.72,417.51,408.94,16.77M,0.87%
08-05-2022,463.82,467.46,471.45,462.57,11.92M,-0.78%
09-05-2022,457.59,458.34,462.52,455.59,9.38M,-0.60%
12-05-2022,427.43,434.16,436.15,426.48,12.86M,-1.53%
13-05-2022,404.3,387,419.35,387,71.43M,8.60%
16-05-2022,405.35,411.9,411.9,396.25,24.94M,0.26%
17-05-2022,424.15,408.4,425.65,405,24.65M,4.64%
18-05-2022,415.15,424,427.35,414.05,20.49M,-2.12%
19-05-2022,398.65,400,406.8,396.2,17.71M,-3.97%
20-05-2022,418,410,421.4,410,23.50M,4.85%
23-05-2022,421.45,421.65,431.15,419.55,16.35M,0.83%
24-05-2022,425.75,423.9,427.5,416,14.53M,1.02%
25-05-2022,417,428.45,429,413.45,13.54M,-2.06%
26-05-2022,420.65,422,422.65,405,17.71M,0.88%
27-05-2022,429.6,426.05,433.25,425.2,16.87M,2.13%
30-05-2022,442.4,437,445.2,436,18.50M,2.98%
31-05-2022,443.55,443.95,449.5,440.4,22.31M,0.26%
01-06-2022,488.85,481.5,492.95,477.1,16.56M,-0.18%
04-06-2022,456.15,455.9,462.7,452.6,24.97M,-0.41%
05-06-2022,408.55,418.85,420.2,407,25.14M,-4.16%
06-06-2022,432.35,427.9,433.95,424.6,11.90M,0.10%
07-06-2022,415.07,412.73,416.02,409.39,12.20M,1.06%
09-06-2022,456.34,461.28,462.27,455.2,9.81M,-0.27%
10-06-2022,412.83,408.34,416.36,408.24,12.77M,1.52%
12-06-2022,425.79,427.48,430.02,424.04,8.46M,-0.38%
13-06-2022,406.7,414.9,418.15,405.6,17.44M,-4.99%
14-06-2022,405.15,403,411.85,397.7,19.63M,-0.38%
15-06-2022,414.1,410,416.4,407.45,15.19M,2.21%
16-06-2022,392.95,420,420.9,390.1,22.26M,-5.11%
17-06-2022,388.95,387.95,394.45,382.65,24.82M,-1.02%
20-06-2022,382.7,390.55,392.95,376.65,17.05M,-1.61%
21-06-2022,397.6,389,399,387,14.74M,3.89%
22-06-2022,393.1,396.4,397,390.5,12.43M,-1.13%
23-06-2022,407.2,396.3,409.9,394.55,26.51M,3.59%
24-06-2022,409.3,410,412.85,406.15,14.81M,0.52%
27-06-2022,414.5,417.55,419.45,412.35,12.02M,1.27%
28-06-2022,417.1,411.3,418.2,409.15,13.24M,0.63%
29-06-2022,416.95,412.05,419.9,411.55,13.10M,-0.04%
30-06-2022,411.8,418.3,424,410,20.12M,-1.24%
01-07-2022,490.6,490.05,495.5,483.75,15.53M,0.36%
02-07-2022,494.6,502.9,504.35,492.5,13.39M,-1.20%
03-07-2022,394,401.75,401.75,387.5,44.84M,-5.57%
04-07-2022,449.5,456.5,459.1,448.5,19.95M,-1.46%
